question,answer
നനയ്ക്കാന്‍ പറ്റാത്ത സ്ഥലങ്ങളില്‍ എപ്പോള്‍ വളം നല്‍കണം?,നനയ്ക്കാന്‍ പറ്റാത്ത സ്ഥലങ്ങളില്‍ രണ്ടാമത്തെ പകുതി രാസവളപ്രയോഗം വേനല്‍മഴ കിട്ടിയ ഉടനെ മാര്‍ച്ച്-ഏപ്രില്‍ മാസങ്ങളിലായി നല്‍കുന്നതാണ് നല്ലത്.
കവുങ്ങിന്റെ ചുവട്ടില്‍ എത്ര മീറ്റര്‍ വ്യാസത്തില്‍ വളം പ്രയോഗിക്കണം?,കവുങ്ങിന്റെ ചുവട്ടില്‍നിന്നും 0.76-1.00 മീറ്റര്‍ വ്യാസാര്‍ദ്ധത്തിലും 15-20 സെ.മീ. ആഴത്തിലുമുള്ള തടങ്ങള്‍ കോറി അതില്‍ വളം വിതറി മണ്ണിട്ടു മൂടണം.
അമ്ലാംശമുള്ള മണ്ണില്‍ വളപ്രയോഗം എങ്ങനെ നടത്തണം?,അമ്ലാംശമുള്ള മണ്ണാണെങ്കില്‍ രണ്ടുവര്‍ഷത്തില്‍ ഒരിക്കല്‍ മരമൊന്നിന് അര കി.ഗ്രാം വീതം കുമ്മായവും (ഏപ്രില്‍-മേയ് മാസങ്ങളില്‍) തടത്തില്‍ ചേര്‍ത്തുകൊടുക്കണം.
വെണ്ടയ്ക്ക് ഏറ്റവും പ്രധാനമായുള്ള രോഗം എന്താണ്?,വെണ്ടയ്ക്ക് പ്രധാനമായ രോഗങ്ങൾ മൊസൈക്ക് രോഗവും మండരിബാധയുമാണ്.
മൊസൈക്ക് രോഗം എങ്ങനെ അറിയാം?,മൊസൈക്ക് രോഗം ഇലകളിൽ മഞ്ഞനിറത്തിലുള്ള മൊസൈക്കുകൾ കാണുന്നതിനാൽ തിരിച്ചറിയാം. ചെടിയുടെ ആർ.എൻ.എ. യിൽ കയറി വളർച്ച തടയുകയും ഇലകൾ കരിഞ്ഞുപോകുകയും ചെയ്യുന്നു.
മൊസൈക്ക് രോഗം പ്രതിരോധിക്കാൻ എന്ത് ചെയ്യണം?,മൊസൈക്ക് രോഗം പ്രതിരോധിക്കാൻ പാഴ്‌വണ്ണ ചെടികൾ ശേഖരിക്കാതെ ആരോഗ്യകരമായ ചെടികൾ മാത്രം നിർത്തുക. വേപ്പധിഷ്ഠിത കീടനാശിനികളും ഉപയോഗിക്കാവുന്നതാണ്.
മണ്ഡരി രോഗം എന്താണ്?,"മണ്ഡരി, ഒരു കീടം, ചുവന്ന നിറമുള്ള പച്ച ഇലകളിൽ നിന്ന് ആഹാരം വയ്യാതെ ചെടിയുടെ വളർച്ച തടയുന്നു. ഇത്, 'ടെട്രാനൈക്കിഡ്' അർട്ടിക്കെ എന്ന കീടം പടർത്തുന്നു."
മണ്ഡരിയുടെ വളർച്ച ഘട്ടങ്ങൾ എന്തൊക്കെയാണ്?,"മണ്ഡരിയുടെ വളർച്ച ഘട്ടങ്ങൾ മുട്ട, ലാർവ, നിംഫ, പഠിര, എന്നിവയാണ്. ഇവയുടെ വളർച്ച ഓരോ ഘട്ടത്തിൽ ഇലയുടെ അടിയിൽ നടന്നു, 20 ദിവസത്തിനകം മുട്ടയുടെ 90% വിരിയുന്നു."
മണ്ഡരിയെ പ്രതിരോധിക്കാൻ എന്താണ് ഉപയോഗിക്കേണ്ടത്?,"മണ്ഡരിയെ പ്രതിരോധിക്കാൻ ബ്യൂവേറിയ, ഹിർസ്യൂട്ടല്ല, വേപ്പെണ്ണ, വേപ്പിൻകുരു, മഞ്ഞക്കെണി, തുളസിക്കെണി, വെളുത്തുള്ളി ബാർസോപ്പ് മിശ്രിതം എന്നിവ ഉപകാരപ്രദമാണ്."
"ഫെനസാക്വിൻ, സൈ്പറോമെസിഫിൻ എന്നിവ എങ്ങനെ ഉപയോഗിക്കണം?","ഫെനസാക്വിൻ, സൈ്പറോമെസിഫിൻ, ഡൈഫെൻതൈയൂറോ എന്നിവ 2.5, 8, 1.8 ഗ്രാം ഓരോ ലിറ്റർ വെള്ളത്തിൽ കലക്കി തളിക്കണം."
മണ്ഡരിയുടെ നീളം എത്ര ദിവസം ആയിരിക്കും?,മണ്ഡരിയുടെ ജീവിതകാലം ശരാശരി 20 ദിവസമാണ്.
മൊസൈക്ക് രോഗത്തിന്റെ ലക്ഷണങ്ങൾ എന്തെല്ലാമാണ്?,"മൊസൈക്ക് രോഗം ഇലകളിൽ മഞ്ഞനിറത്തിലുള്ള പൊട്ടുകളും, പച്ച ഇലകളുടെ കരിഞ്ഞുപോകലും, ചെടിയുടെ വളർച്ച നിലച്ചുപോകലും കാണപ്പെടുന്നു."
കൊമ്പൻചെല്ലി എന്നത് എന്താണ്?,"കൊമ്പൻചെല്ലി, ആനിമാലിയ സാമ്രാജ്യത്തിലെ സ്‌കാരബൈദേ കുടുംബത്തിൽപ്പെട്ട ഒരു ഷഡ്പദമാണ്. ഇത് തെങ്ങിനെ വലിയനാശം വരുത്തുന്നു."
കൊമ്പൻചെല്ലി എത്ര കാലം ജീവിക്കുന്നു?,കൊമ്പൻചെല്ലി ആകെ ആറുമാസം മാത്രം ജീവിക്കുന്നു.
കൊമ്പൻചെല്ലിയുടെ ശാസ്ത്രനാമം എന്താണ്?,കൊമ്പൻചെല്ലിയുടെ ശാസ്ത്രനാമം 'ഒറിക്ടസ് റൈനോസിറസ്' ആണ്.
കൊമ്പൻചെല്ലി എവിടെ കൂടുതലായി പടർന്നു വളരുന്നു?,"കൊമ്പൻചെല്ലി, അഴുകിയതെങ്ങിൻതടി, ചാണകം, കമ്പോസ്റ്റ്, ഇചരപ്പൊടി എന്നിവയിൽ വളരുന്നു."
കൊമ്പൻചെല്ലിയുടെ ആക്രമണത്തെ എങ്ങനെ തിരിച്ചറിയാം?,"കൊമ്പൻചെല്ലിയുടെ ആക്രമണം ചെറിയ കൂമ്പോലുകൾ, ഓലമടലിന് കീഴിലുള്ള ദ്വാരങ്ങൾ, ഓലകൾ വിരിഞ്ഞുപോകലുകൾ എന്നിവയെ കാണുമ്പോൾ തിരിച്ചറിയാം."
കൊമ്പൻചെല്ലി ചവച്ചുപിടിക്കുന്നതിന്റെ ഫലമായുള്ള അവശിഷ്ടം എങ്ങനെയായിരിക്കും?,"കൊമ്പൻചെല്ലി ചവച്ചുപിടിച്ചതു കൊണ്ട് അവശിഷ്ടം ചെറുതായിരിക്കും, എന്നാൽ ഓലക്കണ്ണികൾ 'വി' ആകൃതിയിലാണ് പറക്കുക."
കൊമ്പൻചെല്ലി ആക്രമണം നിവാരിക്കാൻ എങ്ങനെ മുൻകരുതലുകൾ എടുത്തിരിക്കാം?,"തെങ്ങിൻതോപ്പുകളും കൃഷിയിടങ്ങളും വൃത്തിയായി സൂക്ഷിക്കുക, ചായലുകൾ ഒഴിവാക്കുക, ജൈവാവശിഷ്ടങ്ങൾ നാനാതരം പരത്തി തളിക്കേണ്ടതാണ്."
കൊമ്പൻചെല്ലി പ്രധാനം അറിയപ്പെടുന്ന ഷഡ്പദം ഏതാണ്?,"കൊമ്പൻചെല്ലി, 'ഒറിക്ടസ് റൈനോസിറസ്' എന്നൊരു ഷഡ്പദം ആണ്."
കൊമ്പൻചെല്ലി ഏത് തസ്തികയിൽപ്പെട്ട കീടമാണ്?,"കൊമ്പൻചെല്ലി, 'വണ്ട്' വർഗത്തിൽ പെട്ടൊരു പറക്കാൻ കഴിവുള്ള കീടമാണ്."
കൊമ്പൻചെല്ലിയുടെ മുട്ടകൾ എവിടെയാണ് ചിതറാറുള്ളത്?,കൊമ്പൻചെല്ലിയുടെ മുട്ടകൾ കൂമ്പിന്റെ കിഴുവിൽ ചിതറാറാണ്.
"കൊമ്പൻചെല്ലി ആക്രമണം ഏതെങ്കിലും സമയത്ത് കണ്ടെത്തിയാൽ, എന്താണ് ചെയ്യേണ്ടത്?","മാറ്റിയാവശിഷ്ടങ്ങളിൽ നിന്ന് ചെല്ലികളെ കുത്തി, ചകിരി ഉപയോഗിച്ച് അവയെ നീക്കം ചെയ്യാം."
കൊമ്പൻചെല്ലി തീർപ്പുള്ള പരിഹാരങ്ങൾ ഏതൊക്കെയാണ്?,"ജൈവകീടനാശിനികൾ, മെറ്റാറൈസ്യം, പച്ചക്കുമിൾ, പെർഗോളയുടെ ഉപയോഗം."
കൊമ്പൻചെല്ലി രാസകൃഷിയിൽ എങ്ങനെ നിയന്ത്രിക്കാം?,"കാർബിൽ, 1 ഗ്രാം 5 ലിറ്റർ വെള്ളത്തിൽ കലക്കി തളികൽ."
കൊമ്പൻചെല്ലി വേരിന്റെ നാശം എങ്ങനെ തടയാം?,"ചാണകം, കമ്പോസ്റ്റ്, അഴുകിയ വസ്തുക്കൾ ഇവയിലൂടെ കൊമ്പൻചെല്ലി വളരുന്നത് തടയാം."
ഫിറമോൺ കെണി എങ്ങനെ പ്രവർത്തിക്കുന്നു?,ഫിറമോൺ കെണികൾ ചെല്ലികളെ ആകർഷിച്ച് കൂട്ടത്തോടെ നശിപ്പിക്കുന്നുണ്ട്.
കൊമ്പൻചെല്ലി ആകർഷിക്കുന്ന ഫിറമോൺ കെണികൾ എവിടെ വാങ്ങാം?,"ഒറിക്ടാ ലൂർ, ആർ.ബി. ലൂർ എന്ന ഫിറമോണുകൾ കമ്പോളങ്ങളിൽ ലഭ്യമാണ്."
ഒരു ഹെക്ടർ വലിയ കേരത്തോപ്പിലേക്ക് എത്ര ഫിറമോൺ കെണികൾ വേണ്ടിവരും?,ഒരു ഹെക്ടർ കേരത്തോപ്പിലേക്ക് രണ്ട് ഫിറമോൺ കെണികൾ ആവശ്യമാണ്.
